plate,mjd,fiberid,z,zErr,zWarning,class,bestObjID,objType,run,rerun,camCol,field,obj,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1077,52644,393,-1.000127E-4,1.471463E-5,0,STAR,1237663784208367708,NONLEGACY,4263,301,4,283,92,21.768152,19.608788,18.808363,18.46768,18.303782,22.062082,19.7206,18.866961,18.562506,18.446815
1907,53315,395,-5.079009E-5,9.55034E-6,0,STAR,1237663784208367751,NONLEGACY,4263,301,4,283,135,21.788771,19.421909,18.410948,18.014908,17.770231,21.739742,19.502123,18.459976,18.102968,17.84803
1907,53315,396,4.938346E-5,8.258022E-6,0,STAR,1237663784208367759,NONLEGACY,4263,301,4,283,143,19.959743,18.512976,17.986675,17.791166,17.675528,20.031256,18.605032,18.041727,17.873825,17.802773
401,51788,438,0.073772,1.208479E-5,0,GALAXY,1237663784208367770,GALAXY,4263,301,4,283,154,21.811213,20.566444,20.527601,20.025339,19.543882,18.855127,17.94507,17.498343,17.305439,17.334547
698,52203,553,1.921023,8.365109E-4,0,QSO,1237663784208367785,NONLEGACY,4263,301,4,283,169,20.106121,19.914036,19.761177,19.429586,19.156893,20.068989,19.895069,19.657013,19.40135,19.06321
1907,53315,399,-1.982758E-6,1.605571E-5,0,STAR,1237663784208367801,NONLEGACY,4263,301,4,283,185,22.691776,20.62908,19.328558,18.631605,17.845551,22.470303,20.707146,19.384878,18.6021,17.961304
401,51788,422,0.073706,1.231938E-5,0,GALAXY,1237663784208367809,GALAXY,4263,301,4,283,193,21.880417,20.655069,20.490974,20.01819,19.701832,19.177015,18.098358,17.67565,17.384323,17.08349
401,51788,264,0.056872,7.218691E-6,0,GALAXY,1237666407916437532,GALAXY,4874,301,3,587,28,20.846685,19.736385,19.407373,19.339609,19.160337,18.6406,17.497498,17.153788,16.880838,16.814596
401,51788,263,0.100061,1.740236E-5,0,GALAXY,1237666407916437584,GALAXY,4874,301,3,587,80,21.676723,19.895674,18.927149,18.479431,18.01469,20.122862,18.485592,17.553715,17.044716,16.687027
1907,53315,356,0.988497,8.071852E-4,0,QSO,1237666407916437684,NONLEGACY,4874,301,3,587,180,21.542103,20.645412,19.856396,19.72011,19.514616,21.372412,20.688246,19.871517,19.686426,19.544691
1907,53315,275,-8.352259E-5,8.451689E-6,0,STAR,1237666407916503080,NONLEGACY,4874,301,3,588,40,18.036547,17.078875,16.550266,16.485332,16.444626,18.095362,17.118887,16.645365,16.56299,16.518633
1906,53293,280,-5.957229E-4,1.589343E-5,0,STAR,1237666407916503277,NONLEGACY,4874,301,3,588,237,19.377026,18.076963,17.506777,17.277191,17.152029,19.4615,18.107227,17.557854,17.318371,17.199032
698,52203,118,0.148852,4.035705E-5,0,GALAXY,1237666407916503336,NONLEGACY,4874,301,3,588,296,22.412554,20.290854,19.188393,18.800562,18.44824,20.290993,18.815769,17.639381,17.276741,16.894848
1077,52644,275,-2.233493E-4,2.344743E-5,0,STAR,1237666407916568685,NONLEGACY,4874,301,3,589,109,21.293409,19.673401,19.071718,18.83432,18.709209,21.352274,19.733322,19.128813,18.8911,18.809732
1907,53315,277,6.380097E-5,9.520225E-6,0,STAR,1237666407916568720,NONLEGACY,4874,301,3,589,144,21.792337,19.411724,18.194014,17.72448,17.484535,21.627766,19.498896,18.255871,17.801985,17.565386
401,51788,198,0.059063,1.321217E-5,0,GALAXY,1237666407916568781,GALAXY,4874,301,3,589,205,21.972271,20.62401,20.373625,20.184875,19.889858,18.626741,17.691521,17.172827,16.924751,16.751997
698,52203,112,1.818102,2.855616E-4,0,QSO,1237666407916568820,NONLEGACY,4874,301,3,589,244,21.773216,20.871332,20.474228,19.993498,19.829084,21.641956,20.925779,20.553583,20.104134,19.718557
1077,52644,236,0.291037,1.739872E-5,0,GALAXY,1237666407916568852,NONLEGACY,4874,301,3,589,276,21.887754,20.939367,20.370039,20.062843,19.692602,20.57579,20.069895,19.244671,18.96508,18.49865
400,51820,627,9.608449E-5,1.062544E-5,0,STAR,1237657071158034567,SPECTROPHOTO_STD,2700,301,4,32,135,17.579344,16.482971,16.044722,15.891511,15.854974,17.648806,16.51685,16.105381,15.972534,15.93933
698,52203,506,2.103771,3.280444E-4,0,QSO,1237657071158034595,NONLEGACY,2700,301,4,32,163,18.827578,18.81658,18.804338,18.650732,18.487154,18.863935,18.843216,18.852749,18.707371,18.497879
1502,53741,617,-7.694211E-5,7.433529E-6,0,STAR,1237657071158034649,NONLEGACY,2700,301,4,32,217,19.141102,17.477463,16.885498,16.694017,16.570387,18.972681,17.322994,16.635981,16.40036,16.281782
401,51788,434,2.066588E-5,1.055762E-4,0,STAR,1237657071158100009,QSO,2700,301,4,33,41,18.338903,18.264212,18.498312,18.674803,18.970476,18.157505,17.9596,18.103027,18.248121,18.431448
698,52203,559,0.055806,6.89852E-6,0,GALAXY,1237657071158100091,NONLEGACY,2700,301,4,33,123,20.286673,19.735903,19.894445,19.726059,19.576876,18.462826,17.879818,17.709208,17.468706,17.321182
1078,52643,617,-4.004213E-4,1.693646E-5,0,STAR,1237657071158100095,NONLEGACY,2700,301,4,33,127,19.416872,18.354843,17.958864,17.811296,17.80134,19.456186,18.403532,18.027887,17.905455,17.873075
1078,52643,611,-1.472544E-4,1.873464E-5,0,STAR,1237657071158100144,NONLEGACY,2700,301,4,33,176,22.684124,20.20388,18.865973,18.194653,17.88545,22.287251,20.278271,18.937855,18.293196,17.962969
1907,53315,308,-2.00002E-4,5.788467E-5,0,STAR,1237663783671431324,NONLEGACY,4263,301,3,282,156,21.225119,20.192411,19.956509,20.017113,19.955883,21.107004,20.244251,20.033731,20.110899,20.203468
1078,52643,10,0.017177,1.073701E-5,0,GALAXY,1237663783671431531,NONLEGACY,4263,301,3,282,363,21.590662,20.778177,20.933296,20.946629,20.517193,18.912373,18.126106,17.648891,17.363573,17.822163
698,52203,152,0.361033,9.453102E-5,0,GALAXY,1237663783671431720,NONLEGACY,4263,301,3,282,552,25.910606,21.983732,20.543144,19.932806,19.384275,23.733492,20.677973,19.128849,18.643915,18.164618
401,51788,183,0.058253,2.211647E-5,0,GALAXY,1237663783671496941,GALAXY,4263,301,3,283,237,21.511885,19.895687,19.663614,19.0784,18.671551,18.622931,17.377401,16.748461,16.410997,16.285463
1077,52644,225,0.161766,8.882748E-6,0,GALAXY,1237663783671562295,NONLEGACY,4263,301,3,284,55,21.051918,20.156504,20.089474,19.605795,19.248478,19.543968,18.70879,18.157566,17.903088,17.81345
401,51788,185,0.058327,6.169322E-6,0,GALAXY,1237663783671562321,GALAXY,4263,301,3,284,81,20.919834,19.713943,19.852892,19.437685,19.052742,18.29566,17.412666,16.929657,16.648933,16.588156
401,51788,193,0.150584,3.007862E-5,0,GALAXY,1237663783671562366,GALAXY,4263,301,3,284,126,21.886814,19.833061,18.944544,18.378714,17.92688,19.530384,17.96221,16.844421,16.401354,16.090689
401,51788,187,0.055949,1.577244E-5,0,GALAXY,1237663783671562380,GALAXY,4263,301,3,284,140,20.51152,18.571482,18.061626,17.524088,17.11537,18.977964,17.197468,16.32099,15.918225,15.592962
401,51788,191,0.055847,7.703126E-6,0,GALAXY,1237663783671562400,GALAXY,4263,301,3,284,160,20.73222,19.31695,19.153837,18.605944,18.191643,19.169592,17.883833,17.266649,16.910389,16.666479
401,51788,195,0.056202,8.092939E-6,0,GALAXY,1237663783671562412,GALAXY,4263,301,3,284,172,20.769785,19.510242,19.384979,19.014896,18.812143,19.296717,18.092785,17.710558,17.417597,17.34301
401,51788,194,0.328198,9.100258E-5,0,GALAXY,1237663783671562455,GALAXY,4263,301,3,284,215,22.96376,21.7075,20.325226,19.568535,19.093765,22.126554,20.595182,18.439037,17.893778,18.076878
401,51788,189,-7.499492E-7,7.927145E-5,0,STAR,1237663783671562525,QSO,4263,301,3,284,285,24.258484,22.619865,21.310539,19.911402,19.175106,24.65081,22.827673,21.37092,19.976429,19.284208
1906,53293,357,-4.176563E-4,8.94184E-6,0,STAR,1237663784208236563,NONLEGACY,4263,301,4,281,19,17.399307,16.115784,15.565087,15.445617,15.225259,17.466909,16.201487,15.63817,15.528756,15.312856
1502,53741,619,0.122451,8.127483E-6,0,GALAXY,1237663784208236624,NONLEGACY,4263,301,4,281,80,21.343559,20.35166,20.304132,20.032974,19.520323,20.140194,18.956842,18.462175,18.166227,17.984188
1906,53293,354,-9.876459E-5,9.283756E-6,0,STAR,1237663784208236651,NONLEGACY,4263,301,4,281,107,21.486536,18.973349,17.979862,17.624662,17.409327,21.465258,19.054995,18.042168,17.684673,17.470507
1078,52643,618,0.114975,9.407872E-6,0,GALAXY,1237663784208236658,NONLEGACY,4263,301,4,281,114,21.020809,20.180458,19.807901,19.462839,19.240149,21.049406,19.955505,19.428888,19.054266,18.892349
1077,52644,359,1.210895,9.951013E-4,0,QSO,1237663784208236688,NONLEGACY,4263,301,4,281,144,20.023626,19.870338,19.766874,19.805079,19.691959,19.95079,19.910336,19.803555,19.892052,19.728607
1502,53741,612,-1.167516E-4,2.076617E-5,0,STAR,1237663784208236715,NONLEGACY,4263,301,4,281,171,24.576336,20.550829,19.108278,18.26757,17.770216,23.696869,20.618288,19.186163,18.323029,17.906996
1077,52644,356,0.176793,2.488617E-5,0,GALAXY,1237663784208236735,NONLEGACY,4263,301,4,281,191,22.70908,21.066565,20.537815,20.0539,19.593748,22.350943,20.385756,19.60524,19.028536,18.764914
1077,52644,347,0.278568,1.310634E-5,0,GALAXY,1237663784208236765,NONLEGACY,4263,301,4,281,221,21.808453,20.907093,20.641413,20.468445,20.054527,21.303265,20.287226,19.656652,19.410093,18.989557
1077,52644,400,1.209793,1.861515E-4,0,QSO,1237663784208302089,NONLEGACY,4263,301,4,282,9,18.363052,18.748053,18.417068,18.376276,18.547585,18.594219,18.819418,18.488016,18.425493,18.686586
1078,52643,620,4.188616E-5,8.879131E-6,0,STAR,1237663784208302205,NONLEGACY,4263,301,4,282,125,20.919214,18.568476,17.155991,16.326231,15.838241,21.295309,18.677162,17.22703,16.396345,15.946199
1077,52644,395,-2.818145E-5,2.267109E-5,0,STAR,1237663784208302296,NONLEGACY,4263,301,4,282,216,22.489735,20.53421,19.067087,18.291759,17.862513,22.913395,20.684761,19.136518,18.378321,17.981833
698,52203,512,0.374967,1.202468E-4,0,GALAXY,1237663784208302444,NONLEGACY,4263,301,4,282,364,24.204962,21.883448,20.435854,19.836103,19.446962,28.670616,21.277325,19.677902,19.058578,18.675785
1907,53315,397,2.783399E-5,9.286667E-6,0,STAR,1237663784208367737,NONLEGACY,4263,301,4,283,121,20.959618,19.188509,18.427761,18.138517,17.964916,21.012018,19.272352,18.475565,18.201181,18.043577
1907,53315,383,-6.10897E-4,1.967759E-5,0,STAR,1237663784208367747,NONLEGACY,4263,301,4,283,131,20.590281,19.288181,18.774458,18.566132,18.465137,20.582987,19.376049,18.831694,18.629313,18.624249
1907,53315,400,-8.587285E-6,1.810259E-5,0,STAR,1237663784208367768,NONLEGACY,4263,301,4,283,152,20.152542,19.064718,18.61603,18.4123,18.299774,20.246012,19.142138,18.675024,18.506277,18.437679
1906,53293,439,-2.596907E-4,1.070552E-5,0,STAR,1237663784208433172,NONLEGACY,4263,301,4,284,20,19.094042,17.809462,17.254961,17.032957,16.879843,19.151543,17.896496,17.316858,17.101702,17.006174
401,51788,436,0.083981,2.252468E-5,0,GALAXY,1237663784208433244,GALAXY,4263,301,4,284,92,21.317322,19.141943,18.451227,17.743973,17.197701,18.619125,16.967438,16.028782,15.577647,15.196917
1906,53293,431,-4.619017E-5,1.166666E-5,0,STAR,1237663784208433255,NONLEGACY,4263,301,4,284,103,21.42837,18.845791,17.496702,16.59222,16.080381,21.330938,18.896402,17.498144,16.595417,16.088144
698,52203,558,1.073767E-4,1.307348E-4,0,STAR,1237663784208433259,NONLEGACY,4263,301,4,284,107,20.357824,19.736708,19.943024,19.967539,20.099997,20.389505,19.732708,19.990616,20.04373,19.997932
698,52203,560,0.167719,2.65322E-5,0,GALAXY,1237663784208433265,NONLEGACY,4263,301,4,284,113,21.436222,19.569147,18.734869,18.123278,17.626324,19.064539,17.800982,16.64076,16.164646,15.88748
401,51788,433,0.146304,2.860946E-5,0,GALAXY,1237663784208433266,GALAXY,4263,301,4,284,114,21.744717,19.726181,18.902882,18.364845,17.897358,21.102407,18.859049,17.682962,17.239492,17.068575
1077,52644,439,0.147519,1.195255E-4,0,GALAXY,1237663784208433269,NONLEGACY,4263,301,4,284,117,23.302189,21.156393,20.551298,19.987013,19.538181,21.056778,19.568592,18.477942,18.094986,18.263611
1906,53293,440,8.573975E-5,7.757575E-6,0,STAR,1237663784208433290,NONLEGACY,4263,301,4,284,138,20.741634,17.907215,16.59523,16.012596,15.712501,20.617428,18.002272,16.637615,16.107834,15.811801
698,52203,554,0.162058,4.028222E-5,0,GALAXY,1237663784208433295,NONLEGACY,4263,301,4,284,143,21.932774,19.923164,18.966866,18.390322,17.962393,20.6178,18.995514,17.807375,17.349554,17.052717
1906,53293,433,-7.660643E-4,1.028398E-5,0,STAR,1237663784208433308,NONLEGACY,4263,301,4,284,156,21.08802,18.711756,17.315414,16.702291,16.380322,21.054218,18.7855,17.390366,16.796528,16.489082
699,52202,358,1.563851,4.161575E-4,0,QSO,1237663784208433399,NONLEGACY,4263,301,4,284,247,20.538288,20.355341,20.275707,19.887606,19.871569,20.633884,20.381044,20.276047,19.920708,19.989729
1077,52644,271,0.074122,5.794532E-6,0,GALAXY,1237666407916372085,NONLEGACY,4874,301,3,586,117,20.919641,19.992136,19.768696,19.579027,19.561895,19.625488,18.577343,18.224506,17.965815,17.761658
1907,53315,311,-4.412207E-4,2.732222E-5,0,STAR,1237666407916372108,NONLEGACY,4874,301,3,586,140,21.100948,20.027445,19.490799,19.322496,19.228413,21.085936,20.057602,19.556423,19.373415,19.226019
1078,52643,13,-1.379483E-4,2.593298E-5,0,STAR,1237666407916372114,NONLEGACY,4874,301,3,586,146,19.943216,18.820442,18.425943,18.265135,18.224564,19.913177,18.853256,18.465488,18.335957,18.29439
1078,52643,16,0.273395,1.644222E-5,0,GALAXY,1237666407916372711,NONLEGACY,4874,301,3,586,743,22.294167,21.206999,20.505428,20.147411,20.025682,20.670635,19.892879,19.166544,18.908579,18.689188
1078,52643,12,-2.85454E-5,7.165352E-6,0,STAR,1237666407916437544,NONLEGACY,4874,301,3,587,40,18.33596,16.427988,15.547364,15.238932,15.231194,18.317278,16.416494,15.404222,14.996517,14.982176
1906,53293,313,1.045846E-4,7.874739E-6,0,STAR,1237666407916437561,NONLEGACY,4874,301,3,587,57,19.922506,17.69227,16.788145,16.456985,16.28191,19.884115,17.749876,16.844244,16.515667,16.339664
1907,53315,319,-2.312751E-4,1.411385E-5,0,STAR,1237666407916437564,NONLEGACY,4874,301,3,587,60,22.250164,19.946928,18.818123,18.326929,18.029003,21.838139,19.995279,18.869164,18.347866,18.072865
1077,52644,273,-4.937595E-5,4.568175E-5,0,STAR,1237666407916437666,NONLEGACY,4874,301,3,587,162,23.529413,21.089294,19.838373,18.960932,18.534439,22.786085,21.183825,19.800848,19.014559,18.583359
1502,53741,16,0.196919,2.851499E-5,0,GALAXY,1237666407916437675,NONLEGACY,4874,301,3,587,171,22.509254,20.966112,20.18951,19.883774,19.525118,20.392593,19.103476,18.33548,17.9487,17.498684
1906,53293,436,-1.631313E-4,6.435994E-6,0,STAR,1237666407916568626,NONLEGACY,4874,301,3,589,50,18.196289,15.959564,15.035117,14.707662,14.567881,18.245491,16.012186,15.100807,14.774511,14.63665
1077,52644,238,5.768836E-5,8.954505E-6,0,STAR,1237666407916568712,NONLEGACY,4874,301,3,589,136,20.833189,18.382961,16.912758,16.156368,15.739982,20.943052,18.408672,16.971094,16.234663,15.826312
1907,53315,263,-5.759742E-4,2.324759E-5,0,STAR,1237666407916568715,NONLEGACY,4874,301,3,589,139,20.068848,19.036135,18.973562,19.03783,19.094223,20.18211,19.065815,19.046581,19.095428,19.194021
1077,52644,231,0.125147,8.265761E-6,0,GALAXY,1237666407916568722,NONLEGACY,4874,301,3,589,146,20.964369,20.396137,20.331221,20.146038,20.256113,19.93807,19.620218,19.368586,18.960615,19.381271
699,52202,315,0.058115,1.541414E-5,0,GALAXY,1237666407916568726,NONLEGACY,4874,301,3,589,150,20.535439,18.491409,17.732347,17.352362,16.957458,18.784575,17.166349,16.258549,15.839009,15.513033
1077,52644,239,0.295263,1.95934E-5,0,GALAXY,1237666407916568857,NONLEGACY,4874,301,3,589,281,21.757219,21.2174,20.616964,20.487204,19.864029,21.057272,20.760466,20.06625,19.790634,19.625771
699,52202,314,0.425014,1.96813E-4,0,GALAXY,1237666407916569308,NONLEGACY,4874,301,3,589,732,24.711721,22.168842,20.554251,19.834305,19.411133,22.592819,21.68841,19.733786,19.004189,18.791471
1907,53315,232,-6.768443E-4,4.109071E-5,0,STAR,1237666407916634187,NONLEGACY,4874,301,3,590,75,20.725979,19.782745,19.624187,19.607355,19.754183,20.804234,19.830065,19.649242,19.662741,19.858667
1077,52644,235,-9.814727E-5,8.815443E-6,0,STAR,1237666407916634190,NONLEGACY,4874,301,3,590,78,19.309523,17.723455,17.108671,16.875891,16.743868,19.353006,17.766396,17.156635,16.927044,16.825861
1502,53741,602,-1.296462E-5,9.748213E-6,0,STAR,1237657071157968974,NONLEGACY,2700,301,4,31,78,17.911953,16.957783,16.606464,16.450026,16.426901,17.956535,16.982651,16.659845,16.537081,16.510849
401,51788,396,0.196611,4.051842E-5,0,GALAXY,1237657071157968982,GALAXY,2700,301,4,31,86,22.251245,20.104029,18.951929,18.522211,18.078707,20.33036,18.508934,17.172476,16.67321,16.345816
401,51788,399,0.12363,2.207671E-5,0,GALAXY,1237657071157969069,GALAXY,2700,301,4,31,173,21.160639,19.174042,18.184439,17.756948,17.315498,19.470636,17.665911,16.556366,16.117403,15.792157
1078,52643,612,0.178038,4.026528E-5,0,GALAXY,1237657071157969108,NONLEGACY,2700,301,4,31,212,22.444221,20.431288,19.298853,18.880545,18.563957,21.147879,19.167234,17.97488,17.490374,17.16193
1907,53315,354,-9.013614E-4,1.345279E-5,0,STAR,1237657071158034597,NONLEGACY,2700,301,4,32,165,19.490211,18.566847,18.164545,18.009647,18.003561,19.601732,18.610016,18.224588,18.084398,18.055832
