plate,mjd,fiberid,z,zErr,zWarning,class,bestObjID,objType,run,rerun,camCol,field,obj,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1088,52929,473,7.654892E-6,1.913553E-5,0,STAR,1237657190907379964,NONLEGACY,2728,301,3,446,252,23.769743,21.235439,19.692791,18.359001,17.669472,25.148327,21.265894,19.767191,18.41995,17.756226
687,52518,79,1.129729,2.950375E-4,0,QSO,1237663784199585886,NONLEGACY,4263,301,4,149,94,19.553297,19.454962,19.151405,19.231417,19.335056,19.624411,19.529726,19.247051,19.301537,19.389002
1120,52589,175,-9.550586E-6,2.237389E-5,0,STAR,1237657190907379968,NONLEGACY,2728,301,3,446,256,22.906628,21.074301,19.492506,18.267941,17.582876,22.739199,21.103077,19.532778,18.290533,17.624517
389,51795,631,0.043997,6.911653E-6,0,GALAXY,1237663784199585828,GALAXY,4263,301,4,149,36,21.172005,19.507389,18.770557,18.209074,17.673124,18.817142,16.852226,16.172276,15.663804,15.561122
1492,52932,474,-3.176853E-5,5.180776E-5,0,STAR,1237663784199585879,NONLEGACY,4263,301,4,149,87,20.337074,19.36833,19.198471,19.150219,19.188999,20.46274,19.436846,19.290257,19.223337,19.355938
1122,52876,472,7.258049E-5,9.138081E-6,0,STAR,1237663784199585896,NONLEGACY,4263,301,4,149,104,20.395897,17.631563,16.164225,15.271697,14.743413,20.233839,17.709887,16.260958,15.345179,14.854428
1121,52873,200,1.62861E-5,1.190258E-5,0,STAR,1237657190907379831,NONLEGACY,2728,301,3,446,119,22.52306,19.767838,18.285154,17.36545,16.901491,22.127375,19.833252,18.350088,17.458475,17.011532
1120,52589,195,3.504891E-5,1.966861E-5,0,STAR,1237657190907379919,NONLEGACY,2728,301,3,446,207,22.719553,20.09985,18.627419,17.280432,16.491734,22.413561,20.123487,18.617069,17.257383,16.506212
1118,52559,168,1.851743E-4,1.680366E-5,0,STAR,1237657190907379944,NONLEGACY,2728,301,3,446,232,23.297319,20.347534,18.937967,18.01104,17.514044,24.233301,20.395361,18.994305,18.086493,17.576019
1119,52581,498,-2.039514E-4,8.733328E-6,0,STAR,1237657190907445374,NONLEGACY,2728,301,3,447,126,21.053404,18.621563,17.519207,17.090298,16.865963,21.026274,18.678389,17.579266,17.156324,16.938499
1491,52996,39,0.043536,8.34297E-6,0,GALAXY,1237663784199585828,NONLEGACY,4263,301,4,149,36,21.172005,19.507389,18.770557,18.209074,17.673124,18.817142,16.852226,16.172276,15.663804,15.561122
687,52518,75,0.105404,2.72469E-5,0,GALAXY,1237663784199585867,NONLEGACY,4263,301,4,149,75,21.322786,19.796511,19.008463,18.613712,18.218809,19.845453,18.622982,17.747126,17.307585,17.028913
1120,52589,480,-1.170882E-4,1.512744E-5,0,STAR,1237663784199586036,NONLEGACY,4263,301,4,149,244,22.812943,20.202509,18.730518,17.421236,16.763733,22.402178,20.292656,18.830023,17.530577,16.832487
1118,52559,480,-5.44471E-5,1.634303E-5,0,STAR,1237663784199586085,NONLEGACY,4263,301,4,149,293,23.254734,20.445696,18.838335,17.858669,17.316286,22.677006,20.497833,18.923763,17.927305,17.392971
1119,52581,195,-6.758912E-5,1.621888E-5,0,STAR,1237657190907379841,NONLEGACY,2728,301,3,446,129,22.922667,20.191174,18.738218,17.920462,17.411236,22.529631,20.287523,18.796507,17.981169,17.500624
1118,52559,195,-1.536763E-4,1.250763E-5,0,STAR,1237657190907379861,NONLEGACY,2728,301,3,446,149,22.21722,19.831322,18.498688,17.483753,16.857531,22.140217,19.75926,18.381323,17.326006,16.773645
1120,52589,200,-3.937561E-5,9.902434E-6,0,STAR,1237657190907379864,NONLEGACY,2728,301,3,446,152,21.429058,18.906517,17.62026,17.098644,16.792028,21.541574,18.965595,17.678595,17.159109,16.889729
1089,52913,18,0.209544,1.827098E-5,0,GALAXY,1237657190907379885,NONLEGACY,2728,301,3,446,173,22.067234,21.021532,20.460587,20.073999,19.779226,21.530468,20.217783,19.33234,18.897419,19.086472
1122,52876,191,5.767275E-5,1.13288E-5,0,STAR,1237657190907379921,NONLEGACY,2728,301,3,446,209,21.887159,19.24205,17.761826,16.850246,16.355324,21.757055,19.32489,17.826054,16.915754,16.418255
687,52518,73,0.63455,1.545984E-4,0,QSO,1237657190907380026,NONLEGACY,2728,301,3,446,314,20.939215,20.300205,20.232054,20.01079,19.869259,20.869566,20.303949,20.179274,19.886007,19.852621
