plate,mjd,fiberid,z,zErr,zWarning,class,bestObjID,objType,run,rerun,camCol,field,obj,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
981,52435,451,0.181018,3.911131E-5,0,GALAXY,1237656568647778806,GALAXY,2583,301,4,46,502,21.940796,20.207064,18.991962,18.537283,18.073446,21.030172,19.076515,17.801653,17.301537,16.921227
1021,52460,200,0.095804,6.440957E-6,0,GALAXY,1237656568647779073,NONLEGACY,2583,301,4,46,769,21.571739,20.26371,19.905699,19.667023,19.421547,20.112675,19.073027,18.801409,18.877613,17.816013
1021,52460,192,0.188847,2.486043E-5,0,GALAXY,1237656568647779728,NONLEGACY,2583,301,4,46,1424,22.334805,20.747839,19.579796,19.095581,18.596548,21.225422,19.277243,18.165503,17.577124,17.218924
981,52435,457,0.136364,1.104339E-5,0,GALAXY,1237656568647779936,GALAXY,2583,301,4,46,1632,21.848644,20.910213,20.306709,19.951202,19.677652,19.136997,18.440714,17.719835,17.347752,17.312494
1908,53239,394,2.628978E-5,7.899654E-6,0,STAR,1237656568647844333,NONLEGACY,2583,301,4,47,493,18.77997,17.102728,16.507454,16.30864,16.212685,18.831926,17.152859,16.553345,16.36318,16.27623
1117,52885,483,-5.779504E-5,7.981754E-6,0,STAR,1237656568647844795,NONLEGACY,2583,301,4,47,955,19.025585,16.593472,15.578963,15.239036,15.034521,19.044086,16.638609,15.621321,15.290302,15.09342
1909,53261,440,-7.534263E-4,2.226493E-5,0,STAR,1237656568647845181,NONLEGACY,2583,301,4,47,1341,20.24251,19.314999,18.939659,18.760984,18.760225,20.262932,19.371908,19.001535,18.818518,18.840218
1021,52460,153,-5.48524E-4,6.097159E-5,0,STAR,1237656568647909688,NONLEGACY,2583,301,4,48,312,22.638445,20.748253,20.086926,19.823725,19.638765,22.725,20.422688,19.608534,19.311447,19.386635
1117,52885,488,-4.056823E-5,1.742191E-5,0,STAR,1237656568647910074,NONLEGACY,2583,301,4,48,698,20.847324,19.394836,18.810974,18.582125,18.483225,20.820801,19.45245,18.863775,18.677986,18.591171
1117,52885,493,7.802213E-5,1.006858E-5,0,STAR,1237656568647910093,NONLEGACY,2583,301,4,48,717,22.319637,19.418945,18.215359,17.770666,17.479742,22.359385,19.495384,18.254841,17.825888,17.560476
1021,52460,154,0.216685,1.211608E-5,0,GALAXY,1237656568647910425,NONLEGACY,2583,301,4,48,1049,22.233738,21.440998,20.632126,20.242985,19.773994,21.006538,19.964458,18.996132,18.594669,18.430449
981,52435,479,1.059349E-4,5.446423E-5,0,STAR,1237656568647911480,QSO,2583,301,4,48,2104,23.579365,21.614714,20.427305,19.971615,19.663256,23.070118,21.728394,20.514961,20.079592,20.112356
981,52435,172,-9.884213E-5,1.030148E-5,0,STAR,1237663543137141205,GALAXY,4207,301,3,36,469,19.391832,17.792597,17.197397,16.998625,16.891092,19.405674,17.80443,17.203445,17.007599,16.904161
1021,52460,195,-7.58776E-5,8.780165E-6,0,STAR,1237663543137141351,NONLEGACY,4207,301,3,36,615,18.810604,17.387136,16.855541,16.614658,16.557396,18.90913,17.437611,16.884136,16.618732,16.626009
1909,53261,306,7.328133E-5,9.944039E-6,0,STAR,1237663543137141425,NONLEGACY,4207,301,3,36,689,20.904362,19.174282,18.520876,18.255829,18.107918,21.219316,19.274794,18.5994,18.323187,18.23844
981,52435,173,0.181485,2.596154E-5,0,GALAXY,1237663543137141817,GALAXY,4207,301,3,36,1081,21.845512,20.60755,19.788048,19.261929,18.771185,19.972036,18.67952,17.841696,17.347479,17.276962
981,52435,167,0.15959,1.881262E-5,0,GALAXY,1237663543137142137,GALAXY,4207,301,3,36,1401,21.004688,19.703976,18.87373,18.443745,18.11483,19.718544,18.666639,17.768887,17.334738,17.022774
1909,53261,308,-1.517983E-4,1.10771E-5,0,STAR,1237663543137142254,NONLEGACY,4207,301,3,36,1518,22.288099,20.076326,19.013174,18.634546,18.442865,22.406746,20.231583,19.089317,18.720335,18.560875
981,52435,171,-9.361198E-5,1.212041E-5,0,STAR,1237663543137206338,GALAXY,4207,301,3,37,66,19.12072,17.863045,17.462023,17.33782,17.120531,19.160986,17.82176,17.465034,17.305393,17.136362
1908,53239,266,-8.127849E-4,5.747554E-6,0,STAR,1237663543137206889,NONLEGACY,4207,301,3,37,617,16.908602,15.97558,16.11561,16.331812,16.425264,16.977388,15.998362,16.203014,16.389681,16.512014
1909,53261,307,-4.331179E-4,1.923804E-5,0,STAR,1237663543137207298,NONLEGACY,4207,301,3,37,1026,21.198053,19.891605,19.359753,19.126698,18.979204,21.406719,19.904402,19.476507,19.202738,19.263126
1908,53239,274,1.265127E-4,1.229828E-5,0,STAR,1237663543137207789,NONLEGACY,4207,301,3,37,1517,21.286558,18.97933,17.828203,17.49781,17.176037,21.302681,19.005377,17.908432,17.497194,17.237726
1908,53239,273,2.425552E-5,8.808715E-6,0,STAR,1237663543137272191,NONLEGACY,4207,301,3,38,383,15.073497,15.126567,15.540071,15.900134,16.147923,15.120707,15.174491,15.603728,15.930161,16.22072
1909,53261,272,-1.081462E-4,1.598887E-5,0,STAR,1237663543137272892,NONLEGACY,4207,301,3,38,1084,21.367727,19.78743,19.174713,18.961975,18.781422,21.366701,19.857838,19.232052,19.024279,18.899836
1021,52460,142,0.169039,1.022754E-5,0,GALAXY,1237663543137273538,NONLEGACY,4207,301,3,38,1730,22.156713,20.958366,20.544922,20.09404,19.595615,20.827402,19.654795,19.061485,18.746849,18.66964
981,52435,137,0.084211,1.169259E-5,0,GALAXY,1237663543137337880,GALAXY,4207,301,3,39,536,20.44692,18.856167,18.062815,17.608025,17.220819,18.905445,17.107893,16.361715,15.939034,15.785312
1909,53261,273,4.866094E-5,8.566435E-6,0,STAR,1237663543137338184,NONLEGACY,4207,301,3,39,840,21.481565,19.345396,18.297588,17.886265,17.611227,21.384018,19.411442,18.328182,17.929173,17.658905
981,52435,470,-2.863434E-4,2.409141E-5,0,STAR,1237663543674143882,QSO,4207,301,4,38,1162,19.761856,18.734886,18.312925,18.179779,18.008474,19.867365,18.688368,18.380169,18.219807,18.08293
981,52435,215,0.078248,6.987111E-6,0,GALAXY,1237656568110842101,GALAXY,2583,301,3,45,245,19.544508,18.46504,17.960485,17.463726,17.229984,17.990747,16.813128,16.167856,15.65172,15.541954
981,52435,179,-2.022279E-5,1.740604E-5,0,STAR,1237656568110842971,QSO,2583,301,3,45,1115,22.519711,19.894087,18.403208,17.280313,16.716639,22.352068,19.941065,18.480858,17.379374,16.799791
1117,52885,195,-7.604213E-5,8.672373E-6,0,STAR,1237656568110907832,NONLEGACY,2583,301,3,46,440,18.306295,16.754511,16.225508,16.02774,15.921322,18.352098,16.795324,16.250818,16.073143,15.989823
1021,52460,145,-1.007963E-3,2.283962E-5,0,STAR,1237656568110974316,NONLEGACY,2583,301,3,47,1388,19.601601,18.528954,18.349834,18.332741,18.291517,19.500391,18.425703,18.169376,18.07579,18.110538
1117,52885,165,0.258828,1.32492E-5,0,GALAXY,1237656568110974559,NONLEGACY,2583,301,3,47,1631,21.781536,21.155455,20.491945,20.214371,19.857344,21.885468,21.010103,20.143831,19.768837,19.719431
1909,53261,274,-1.117591E-5,2.92222E-5,0,STAR,1237656568110974602,NONLEGACY,2583,301,3,47,1674,22.260229,20.674259,20.056147,19.82023,19.676289,22.0947,20.732443,20.136692,19.892155,19.960487
1021,52460,173,0.243161,3.393588E-5,0,GALAXY,1237656568110975175,NONLEGACY,2583,301,3,47,2247,23.215555,21.107624,20.109957,19.718769,19.392813,22.156054,20.56337,19.449608,18.971163,18.809414
981,52435,156,-1.681019E-4,4.963178E-5,0,STAR,1237656568110975297,QSO,2583,301,3,47,2369,24.398766,20.888063,20.287073,19.968372,19.747797,24.554695,20.923277,20.330935,20.092329,19.662981
1909,53261,269,-1.456831E-4,1.315348E-5,0,STAR,1237656568111039361,NONLEGACY,2583,301,3,48,897,20.05485,18.843956,18.293835,18.047478,18.008289,20.07836,18.869991,18.343361,18.154577,18.025551
981,52435,136,0.137935,2.867464E-5,0,GALAXY,1237656568111104057,GALAXY,2583,301,3,49,57,21.551218,19.40918,18.50642,18.127043,17.608742,20.680292,17.736891,16.592911,16.088367,15.77802
981,52435,380,-3.442639E-4,8.438617E-6,0,STAR,1237656568647712938,GALAXY,2583,301,4,45,170,18.192808,16.730957,16.364178,16.115786,16.073332,17.841314,16.271238,15.728086,15.542516,15.44998
981,52435,220,-2.020298E-4,2.55714E-5,0,STAR,1237656568647713531,QSO,2583,301,4,45,763,21.285614,20.995852,19.311239,19.084694,18.960501,21.312283,20.755005,19.372164,19.148197,19.062906
981,52435,212,0.053179,5.03327E-6,0,GALAXY,1237656568647713746,GALAXY,2583,301,4,45,978,20.771626,19.660059,19.413494,19.209909,18.938475,19.398256,18.243656,17.788469,17.481598,17.28754
981,52435,411,0.087675,2.393837E-5,0,GALAXY,1237656568647713809,GALAXY,2583,301,4,45,1041,21.458384,19.230007,18.310944,17.912458,17.503531,20.454662,18.438396,17.407381,16.957737,16.593842
1908,53239,356,-1.711316E-4,8.508831E-6,0,STAR,1237656568647714095,NONLEGACY,2583,301,4,45,1327,20.326492,18.378006,17.454662,17.065153,16.807587,20.384901,18.430052,17.517794,17.126308,16.88518
1021,52460,199,0.189168,1.858443E-5,0,GALAXY,1237656568647714115,NONLEGACY,2583,301,4,45,1347,22.707346,21.171932,20.325947,19.957649,19.560846,20.419643,19.212086,18.44507,18.250872,17.771736
1021,52460,196,0.078021,6.386794E-6,0,GALAXY,1237656568647714164,NONLEGACY,2583,301,4,45,1396,21.557495,20.386419,20.099741,19.900415,19.625072,20.071564,19.076384,18.673601,18.311029,18.150679
981,52435,372,-2.231707E-4,4.522988E-5,0,STAR,1237656568647714691,QSO,2583,301,4,45,1923,24.667782,21.047478,20.181059,19.841614,19.63381,24.781652,21.122717,20.266115,19.924009,19.599031
1909,53261,399,5.205669E-5,1.422345E-5,0,STAR,1237656568647779138,NONLEGACY,2583,301,4,46,834,21.125076,19.688078,19.095993,18.8356,18.815977,21.315474,19.759001,19.187778,18.937658,18.900932
1909,53261,357,-4.059144E-4,4.984701E-5,0,STAR,1237656568647779886,NONLEGACY,2583,301,4,46,1582,21.857605,20.881886,20.284563,20.09166,19.85882,21.765907,20.907242,20.350327,20.188375,19.844456
1908,53239,382,2.256422E-5,7.092736E-6,0,STAR,1237656568647844480,NONLEGACY,2583,301,4,47,640,18.809877,17.111891,16.489183,16.265757,16.176466,18.849415,17.164429,16.547461,16.351603,16.254637
1117,52885,495,0.801996,1.02682E-4,0,QSO,1237656568647845187,NONLEGACY,2583,301,4,47,1347,19.930368,19.642679,19.573452,19.606518,19.342272,19.939878,19.655483,19.599804,19.608625,19.239613
1909,53261,427,7.908262E-6,1.083844E-5,0,STAR,1237656568647845323,NONLEGACY,2583,301,4,47,1483,22.819693,19.995941,18.904913,18.478064,18.237564,22.937284,20.05694,18.946165,18.555273,18.292549
1908,53239,434,-8.253258E-4,2.201015E-5,0,STAR,1237656568647909647,NONLEGACY,2583,301,4,48,271,19.18408,18.205545,17.994989,17.914099,17.932325,19.236771,18.248505,18.045216,17.974466,18.071936
1117,52885,500,-2.075907E-4,2.843652E-5,0,STAR,1237656568647910086,NONLEGACY,2583,301,4,48,710,21.40638,19.923817,19.345657,19.08473,19.060776,21.427048,19.9618,19.37491,19.175928,19.09026
1909,53261,436,-1.592309E-4,1.274267E-5,0,STAR,1237656568647910300,NONLEGACY,2583,301,4,48,924,23.373512,20.444946,19.260235,18.740856,18.482931,23.743752,20.544281,19.349922,18.834351,18.637457
1117,52885,169,-1.77535E-4,9.194254E-6,0,STAR,1237656568647910575,NONLEGACY,2583,301,4,48,1199,19.035645,17.341055,16.604214,16.31389,16.137081,19.083433,17.391197,16.656034,16.369089,16.192286
1117,52885,159,3.670068E-5,1.50223E-5,0,STAR,1237656568647910605,NONLEGACY,2583,301,4,48,1229,21.116316,19.530506,18.856474,18.614817,18.369402,21.354958,19.601082,18.910761,18.704813,18.439116
1021,52460,156,5.324649E-5,1.059177E-5,0,STAR,1237656568647910642,NONLEGACY,2583,301,4,48,1266,22.012835,19.56852,18.543097,18.208103,17.847065,22.405832,19.473545,18.387682,17.986008,17.74651
1908,53239,438,-3.422565E-4,1.127106E-5,0,STAR,1237656568647910646,NONLEGACY,2583,301,4,48,1270,19.493065,18.033802,17.385725,17.121969,16.924587,19.577513,18.084702,17.439014,17.168848,16.995167
1908,53239,425,-7.414751E-4,1.396098E-5,0,STAR,1237656568647910675,NONLEGACY,2583,301,4,48,1299,19.43788,18.051189,17.392593,17.075624,16.930368,19.469309,18.087128,17.440012,17.158861,17.023651
1021,52460,157,0.216507,2.8643E-5,0,GALAXY,1237656568647910705,NONLEGACY,2583,301,4,48,1329,22.981403,21.440058,20.641953,20.210957,19.76725,20.446012,19.65225,18.830774,18.293653,17.933401
1909,53261,439,2.712216E-5,1.073046E-5,0,STAR,1237656568647910710,NONLEGACY,2583,301,4,48,1334,22.180382,19.908104,18.889681,18.517612,18.326426,22.358433,19.997709,18.966139,18.593393,18.451805
1908,53239,439,-9.175059E-5,9.048544E-6,0,STAR,1237656568647910752,NONLEGACY,2583,301,4,48,1376,21.205046,18.422882,17.389408,17.007629,16.728039,21.107347,18.483646,17.450905,17.053556,16.796402
1909,53261,422,-3.380102E-4,4.191543E-5,0,STAR,1237656568647911027,NONLEGACY,2583,301,4,48,1651,22.395336,20.651424,20.064045,19.746508,19.586081,22.882441,20.771889,20.167614,19.898483,19.380516
1909,53261,434,1.558839E-4,1.698079E-5,0,STAR,1237656568647911634,NONLEGACY,2583,301,4,48,2258,24.46739,20.909468,19.594765,19.003437,18.662037,23.348404,20.930553,19.63917,19.113894,18.755503
1021,52460,158,0.267156,9.968761E-6,0,GALAXY,1237656568647911992,NONLEGACY,2583,301,4,48,2616,22.59293,21.125504,20.557308,20.222565,19.709539,20.771084,19.937128,19.127895,18.806383,18.392633
981,52435,132,-1.592968E-4,8.21564E-5,0,STAR,1237656568647977624,QSO,2583,301,4,49,2712,25.356937,23.602036,20.717449,19.990187,19.539211,26.967196,23.370092,20.824036,20.026014,19.653639
981,52435,218,0.124223,2.960874E-5,0,GALAXY,1237663543137076372,GALAXY,4207,301,3,35,1172,21.628992,19.633434,18.69663,18.268797,17.793104,20.981462,18.865047,17.858728,17.371843,16.982861
981,52435,213,0.139401,3.417652E-5,0,GALAXY,1237663543137076489,GALAXY,4207,301,3,35,1289,22.017605,19.952314,18.94862,18.49345,18.023586,20.313978,18.631104,17.585718,17.131674,16.858831
1909,53261,310,-1.648503E-4,1.157795E-5,0,STAR,1237663543137141065,NONLEGACY,4207,301,3,36,329,22.197922,19.617287,18.803055,18.499886,18.503809,22.896675,19.818848,18.974768,18.599525,18.791988
1909,53261,309,-1.524696E-4,1.259279E-5,0,STAR,1237663543137141706,NONLEGACY,4207,301,3,36,970,20.717932,19.181927,18.521545,18.322264,18.209204,20.760805,19.215284,18.589825,18.379234,18.288
1908,53239,316,-1.030511E-4,1.173279E-5,0,STAR,1237663543137141869,NONLEGACY,4207,301,3,36,1133,19.540205,18.102942,17.509289,17.301529,17.188438,19.584339,18.15136,17.563831,17.363968,17.256416
1908,53239,311,8.699277E-5,1.069516E-5,0,STAR,1237663543137141872,NONLEGACY,4207,301,3,36,1136,20.326111,17.679255,16.422606,15.924181,15.611622,20.359076,17.748192,16.473244,15.974072,15.684493
1117,52885,200,-2.311347E-4,1.756599E-5,0,STAR,1237663543137141929,NONLEGACY,4207,301,3,36,1193,21.146076,19.429674,18.700737,18.39418,18.211067,21.136654,19.478481,18.768227,18.469687,18.229704
1908,53239,307,-1.164857E-4,9.716823E-6,0,STAR,1237663543137142149,NONLEGACY,4207,301,3,36,1413,20.027056,17.931316,17.151972,16.874783,16.713345,20.010445,18.007204,17.203056,16.939413,16.765137
1117,52885,181,0.242902,1.543146E-5,0,GALAXY,1237663543137142216,NONLEGACY,4207,301,3,36,1480,20.804321,20.159492,19.634853,19.338837,19.032785,20.513842,19.956841,19.229836,18.848661,18.622847
1117,52885,187,-1.474157E-4,2.521061E-5,0,STAR,1237663543137142338,NONLEGACY,4207,301,3,36,1602,22.683977,20.285797,19.2731,18.8929,18.610987,22.136463,20.336155,19.311371,18.938307,18.557123
1908,53239,269,-6.032694E-4,1.715068E-5,0,STAR,1237663543137206669,NONLEGACY,4207,301,3,37,397,18.387114,16.331015,15.42592,15.062779,14.855258,18.465336,16.428579,15.511711,15.119782,14.907001
1021,52460,174,0.053352,6.354534E-6,0,GALAXY,1237663543137207260,NONLEGACY,4207,301,3,37,988,21.418877,20.330526,20.11446,19.907082,19.582703,20.61009,19.425354,18.994774,18.748444,18.698069
1908,53239,278,1.684542E-4,1.280262E-5,0,STAR,1237663543137272079,NONLEGACY,4207,301,3,38,271,20.27807,18.626583,18.117056,17.842146,17.726484,20.486294,18.757563,18.086048,17.849199,17.816895
1117,52885,149,3.041282E-4,1.094896E-5,0,STAR,1237663543137337598,NONLEGACY,4207,301,3,39,254,18.426174,16.783722,16.100342,15.847438,15.697125,18.499868,16.848263,16.16733,15.908943,15.763875
1908,53239,236,-2.631267E-5,6.685491E-6,0,STAR,1237663543137337796,NONLEGACY,4207,301,3,39,452,18.274433,16.283968,15.506088,15.222921,15.034025,18.307613,16.331528,15.566287,15.271553,15.110414
1908,53239,238,1.05238E-4,1.150555E-5,0,STAR,1237663543137338286,NONLEGACY,4207,301,3,39,942,21.592316,18.914598,17.606636,17.018724,16.68989,22.035557,18.986679,17.65938,17.086012,16.767315
1909,53261,271,-1.198419E-4,8.824568E-6,0,STAR,1237663543137338448,QA,4207,301,3,39,1104,21.754219,19.104521,17.89007,17.39537,17.065626,21.730368,19.19095,17.953253,17.458403,17.145544
1908,53239,393,-1.047566E-4,1.854993E-5,0,STAR,1237663543674012078,NONLEGACY,4207,301,4,36,430,19.318668,18.28619,17.805395,17.60985,17.477373,19.390694,18.371128,17.882994,17.73674,17.587994
1908,53239,398,-1.199557E-4,1.118647E-5,0,STAR,1237663543674077502,NONLEGACY,4207,301,4,37,318,17.326347,16.375204,16.053799,15.903376,15.889367,17.379343,16.431612,16.118851,15.997939,15.955993
1908,53239,391,-5.039023E-4,1.518205E-5,0,STAR,1237663543674077676,NONLEGACY,4207,301,4,37,492,18.106335,17.197218,16.895655,16.71624,16.703485,18.18166,17.244209,16.948984,16.826788,16.799339
1909,53261,388,-5.425554E-4,1.365127E-5,0,STAR,1237663543674078097,NONLEGACY,4207,301,4,37,913,20.919056,19.464176,18.864346,18.576237,18.467365,20.875027,19.515305,18.907232,18.699451,18.487402
1117,52885,470,4.269095E-5,1.505962E-5,0,STAR,1237663543674078748,NONLEGACY,4207,301,4,37,1564,22.481007,20.408983,18.915117,17.835831,17.264538,22.782104,20.439751,18.989817,17.939089,17.378559
981,52435,476,-1.0375E-4,8.479608E-6,0,STAR,1237663543674142877,GALAXY,4207,301,4,38,157,18.692907,17.16184,16.401154,16.120781,16.014105,18.770103,17.180201,16.401175,16.160999,15.956148
1117,52885,497,-5.70289E-5,1.059473E-5,0,STAR,1237663543674143158,NONLEGACY,4207,301,4,38,438,19.116926,17.795534,17.290548,17.139265,17.00062,19.132511,17.850212,17.348476,17.181671,17.113035
1909,53261,424,1.890269E-5,8.563296E-6,0,STAR,1237663543674143675,QA,4207,301,4,38,955,22.223404,19.266125,17.908752,17.342396,17.034662,21.156288,19.321287,17.962648,17.416277,17.086666
981,52435,475,-2.881812E-6,7.068404E-5,0,STAR,1237663543674144021,QSO,4207,301,4,38,1301,24.201656,22.495064,21.10918,20.393293,19.94714,24.305319,23.025576,21.326565,20.461359,20.257257
981,52435,204,0.149941,3.133848E-5,0,GALAXY,1237656568110777611,GALAXY,2583,301,3,44,1291,21.669775,19.74332,18.689999,18.221664,17.856762,20.673176,19.008247,17.866884,17.360765,17.013718
1117,52885,234,0.078416,1.277109E-5,0,GALAXY,1237656568110842101,NONLEGACY,2583,301,3,45,245,19.544508,18.46504,17.960485,17.463726,17.229984,17.990747,16.813128,16.167856,15.65172,15.541954
981,52435,169,-2.945239E-5,2.28956E-5,0,STAR,1237656568110842351,QSO,2583,301,3,45,495,22.069944,19.879919,19.04212,19.066883,18.569033,22.448914,19.989515,19.164181,19.062819,18.695017
